Reference Brand,Reference Product,Search Query,Competitor Brand,Reference Product Description,Min Price,Max Price,Site
Pedal Mafia,Core Jersey White/Black,men's cycling jersey,Cafe du Cycliste,"The all-new Core Jersey is a high-quality staple for cyclists in pursuit of optimal comfort and durability. Our sustainable manufacturing process has evolved to incorporate recycled yarns, while the ultra-soft knitted fabric provides superior durability and form-fitting compression for all body types. Lightweight construction enhances the freedom of movement, and advanced moisture-wicking technology regulates body temperature during intense rides. With three convenient rear pockets and a zipper-secured storage pocket, you’ll have ample space to stow your riding essentials. Arriving in five new colourways, the reimagined CORE Jersey is a must-have addition to your cycling wardrobe.
",40,300,
Pedal Mafia,Core Jersey White/Black,men's cycling jersey,Pactimo,"The all-new Core Jersey is a high-quality staple for cyclists in pursuit of optimal comfort and durability. Our sustainable manufacturing process has evolved to incorporate recycled yarns, while the ultra-soft knitted fabric provides superior durability and form-fitting compression for all body types. Lightweight construction enhances the freedom of movement, and advanced moisture-wicking technology regulates body temperature during intense rides. With three convenient rear pockets and a zipper-secured storage pocket, you’ll have ample space to stow your riding essentials. Arriving in five new colourways, the reimagined CORE Jersey is a must-have addition to your cycling wardrobe.
",40,300,
Pedal Mafia,Core Jersey White/Black,men's cycling jersey,Gore Wear,"The all-new Core Jersey is a high-quality staple for cyclists in pursuit of optimal comfort and durability. Our sustainable manufacturing process has evolved to incorporate recycled yarns, while the ultra-soft knitted fabric provides superior durability and form-fitting compression for all body types. Lightweight construction enhances the freedom of movement, and advanced moisture-wicking technology regulates body temperature during intense rides. With three convenient rear pockets and a zipper-secured storage pocket, you’ll have ample space to stow your riding essentials. Arriving in five new colourways, the reimagined CORE Jersey is a must-have addition to your cycling wardrobe.
",40,300,
Pedal Mafia,Core Jersey White/Black,men's cycling jersey,Pedal Mafia,"The all-new Core Jersey is a high-quality staple for cyclists in pursuit of optimal comfort and durability. Our sustainable manufacturing process has evolved to incorporate recycled yarns, while the ultra-soft knitted fabric provides superior durability and form-fitting compression for all body types. Lightweight construction enhances the freedom of movement, and advanced moisture-wicking technology regulates body temperature during intense rides. With three convenient rear pockets and a zipper-secured storage pocket, you’ll have ample space to stow your riding essentials. Arriving in five new colourways, the reimagined CORE Jersey is a must-have addition to your cycling wardrobe.
",40,300,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Balsam Hill,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Home Depot,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Lowe's,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Wayfair,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Frontgate,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Christmas Central,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Amazon Basics,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Costco,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Michaels,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,Target,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Downswept Douglas Fir Tree,pre-lit downswept douglas fir tree,National Tree,"This Downswept Douglas tree features Feel Real branch tip technology, creating a tree with remarkable realism. These crush-resistant branch tips are molded from real tree branches for an authentic living tree appearance. This tree is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy metal tree stand is included.

This Downswept Douglas Fir Full Pre-Lit Artificial Green Christmas Tree is 6.5 feet tall with a 49 inch base diameter. Featuring hundreds of Feel Real individually crafted branch tips to create full bodied branches, this tree is designed to look and fee
Features 650 clear lights that remain lit even when a bulb goes out. The lights are strung on the tree before packaging, offering an easier, more convenient set up.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Balsam Hill,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Home Depot,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Lowe's,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Wayfair,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Frontgate,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Christmas Central,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Amazon Basics,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Costco,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Michaels,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,Target,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Unlit Dunhill Fir Tree,unlit dunhill fir tree,National Tree,"The Dunhill Fir is a full body tree featuring a generous number of branch tips for holding holiday trimmings. It is pre-strung with 650 clear lights that remain lit even if a bulb burns out. This tree features hinged branch construction for ease of assembly. Sturdy folding metal tree stand is included.

This Dunhill Fir Full Artificial Green Christmas Tree is 6 feet tall with a 46 inch base diameter. Featuring hundreds of individually crafted branch tips to create full bodied branches, this tree is designed to look and feel lifelike.
Designed to look and feel lifelike, this tree is defined by its close attention to detail, featuring hundreds of individually crafted branch tips that make up the wide, full-bodied branches that create space for your lights and ornaments.
This tree features pre-attached, hinged branches that drop down for a simple set-up and fold back in for quick and convenient storage. Properly shape the tree by peeling back the branches and pulling the tips apart.
Constructed with sturdy, high quality materials, hypo-allergenic, fire-resistant needles, this tree is built to bring holiday cheer for years to come. Includes a durable metal base.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",100,5000,
National Tree,Pre-Lit Carolina Pine Garland,pre-lit carolina pine garland,Balsam Hill,"This Carolina Pine garland features mixed bristle and cashmere branch tips and is trimmed with pine cones. It is pre-strung with 100 warm white battery operated LED lights that remain lit even if a bulb burns out. This indoor, outdoor garland can be displayed over doors, windows, fireplace mantels, fence or stairway railings.

Designed with a Norwood Fir branch base, this pre-lit artificial Christmas garland is 9 feet long and decorated with pine cones.
Features 100 warm white battery operated LED lights that remain lit even when a bulb goes out. The lights are strung on before packaging, offering an easier, more convenient set up.
Suitable as an indoor or outdoor Christmas decoration, drape this garland over any door, window or entryway to add a festive feel to any area of the house.
Constructed with sturdy, high quality materials and hypo-allergenic, fire-resistant needles, this garland is built to bring holiday cheer for years to come.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",25,150,
National Tree,Pre-Lit Carolina Pine Garland,pre-lit carolina pine garland,Home Depot,"This Carolina Pine garland features mixed bristle and cashmere branch tips and is trimmed with pine cones. It is pre-strung with 100 warm white battery operated LED lights that remain lit even if a bulb burns out. This indoor, outdoor garland can be displayed over doors, windows, fireplace mantels, fence or stairway railings.

Designed with a Norwood Fir branch base, this pre-lit artificial Christmas garland is 9 feet long and decorated with pine cones.
Features 100 warm white battery operated LED lights that remain lit even when a bulb goes out. The lights are strung on before packaging, offering an easier, more convenient set up.
Suitable as an indoor or outdoor Christmas decoration, drape this garland over any door, window or entryway to add a festive feel to any area of the house.
Constructed with sturdy, high quality materials and hypo-allergenic, fire-resistant needles, this garland is built to bring holiday cheer for years to come.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",25,150,
National Tree,Pre-Lit Carolina Pine Garland,pre-lit carolina pine garland,Lowe's,"This Carolina Pine garland features mixed bristle and cashmere branch tips and is trimmed with pine cones. It is pre-strung with 100 warm white battery operated LED lights that remain lit even if a bulb burns out. This indoor, outdoor garland can be displayed over doors, windows, fireplace mantels, fence or stairway railings.

Designed with a Norwood Fir branch base, this pre-lit artificial Christmas garland is 9 feet long and decorated with pine cones.
Features 100 warm white battery operated LED lights that remain lit even when a bulb goes out. The lights are strung on before packaging, offering an easier, more convenient set up.
Suitable as an indoor or outdoor Christmas decoration, drape this garland over any door, window or entryway to add a festive feel to any area of the house.
Constructed with sturdy, high quality materials and hypo-allergenic, fire-resistant needles, this garland is built to bring holiday cheer for years to come.
At National Tree Company, we believe that special holiday memories don’t have to be far and few between. This Christmas season, let our decorations transform your home while you focus on creating more of those magical moments.",25,150,
